unique_checkpoint,year,month,day,weekday,hour,vehicles
c-95,2019,8,5,2,7,282
b-109,2019,8,5,2,7,35
c-68,2019,8,5,2,7,26
b-26,2019,8,5,2,8,615
c-95,2019,8,5,2,8,360
b-109,2019,8,5,2,8,61
c-68,2019,8,5,2,8,54
b-26,2019,8,5,2,9,1102
c-95,2019,8,5,2,9,428
b-109,2019,8,5,2,9,122
c-68,2019,8,5,2,9,30
b-26,2019,8,5,2,10,2558
c-95,2019,8,5,2,10,732
b-109,2019,8,5,2,10,121
c-68,2019,8,5,2,10,74
b-26,2019,8,5,2,11,2535
c-95,2019,8,5,2,11,722
b-109,2019,8,5,2,11,332
c-68,2019,8,5,2,11,56
b-26,2019,8,5,2,12,2280
c-95,2019,8,5,2,12,885
b-109,2019,8,5,2,12,185
c-68,2019,8,5,2,12,64
b-26,2019,8,5,2,13,1847
c-95,2019,8,5,2,13,384
b-109,2019,8,5,2,13,242
c-68,2019,8,5,2,13,43
b-26,2019,8,5,2,14,1062
c-95,2019,8,5,2,14,499
b-109,2019,8,5,2,14,67
c-68,2019,8,5,2,14,54
b-26,2019,8,5,2,15,1819
c-95,2019,8,5,2,15,711
b-109,2019,8,5,2,15,139
c-68,2019,8,5,2,15,51
b-26,2019,8,5,2,16,1490
c-95,2019,8,5,2,16,425
b-109,2019,8,5,2,16,154
c-68,2019,8,5,2,16,98
b-26,2019,8,5,2,17,2442
c-95,2019,8,5,2,17,386
b-109,2019,8,5,2,17,223
c-68,2019,8,5,2,17,67
b-26,2019,8,5,2,18,2332
c-95,2019,8,5,2,18,507
b-109,2019,8,5,2,18,125
c-68,2019,8,5,2,18,15
b-26,2019,8,5,2,19,1513
c-95,2019,8,5,2,19,502
b-109,2019,8,5,2,19,204
c-68,2019,8,5,2,19,71
b-26,2019,8,5,2,20,1110
c-95,2019,8,5,2,20,112
b-109,2019,8,5,2,20,205
c-68,2019,8,5,2,20,50
b-26,2019,8,5,2,21,1688
c-95,2019,8,5,2,21,357
b-109,2019,8,5,2,21,177
c-68,2019,8,5,2,21,17
b-26,2019,8,5,2,22,1010
c-95,2019,8,5,2,22,209
b-109,2019,8,5,2,22,197
c-68,2019,8,5,2,22,19
b-26,2019,8,5,2,23,336
c-95,2019,8,5,2,23,220
b-109,2019,8,5,2,23,62
c-68,2019,8,5,2,23,16
b-26,2019,8,6,3,0,225
c-95,2019,8,6,3,0,123
b-109,2019,8,6,3,0,23
c-68,2019,8,6,3,0,31
b-26,2019,8,6,3,1,138
c-95,2019,8,6,3,1,83
b-109,2019,8,6,3,1,19
c-68,2019,8,6,3,1,19
b-26,2019,8,6,3,2,132
c-95,2019,8,6,3,2,54
b-109,2019,8,6,3,2,23
c-68,2019,8,6,3,2,17
b-26,2019,8,6,3,3,61
c-95,2019,8,6,3,3,65
b-109,2019,8,6,3,3,22
c-68,2019,8,6,3,3,7
b-26,2019,8,6,3,4,65
c-95,2019,8,6,3,4,22
b-109,2019,8,6,3,4,8
c-68,2019,8,6,3,4,17
b-26,2019,8,6,3,5,68
c-95,2019,8,6,3,5,78
b-109,2019,8,6,3,5,18
c-68,2019,8,6,3,5,18
b-26,2019,8,6,3,6,267
c-95,2019,8,6,3,6,78
b-109,2019,8,6,3,6,30
c-68,2019,8,6,3,6,29
b-26,2019,8,6,3,7,392
c-95,2019,8,6,3,7,293
b-109,2019,8,6,3,7,45
c-68,2019,8,6,3,7,27
b-26,2019,8,6,3,8,668
c-95,2019,8,6,3,8,405
b-109,2019,8,6,3,8,46
c-68,2019,8,6,3,8,21
b-26,2019,8,6,3,9,853
c-95,2019,8,6,3,9,248
b-109,2019,8,6,3,9,173
c-68,2019,8,6,3,9,53
b-26,2019,8,6,3,10,1425
c-95,2019,8,6,3,10,643
b-109,2019,8,6,3,10,117
c-68,2019,8,6,3,10,108
b-26,2019,8,6,3,11,3529
c-95,2019,8,6,3,11,840
b-109,2019,8,6,3,11,241
c-68,2019,8,6,3,11,81
b-26,2019,8,6,3,12,2322
c-95,2019,8,6,3,12,718
b-109,2019,8,6,3,12,167
c-68,2019,8,6,3,12,99
b-26,2019,8,6,3,13,2301
c-95,2019,8,6,3,13,459
b-109,2019,8,6,3,13,351
c-68,2019,8,6,3,13,76
b-26,2019,8,6,3,14,1473
c-95,2019,8,6,3,14,503
b-109,2019,8,6,3,14,80
c-68,2019,8,6,3,14,81
b-26,2019,8,6,3,15,2207
c-95,2019,8,6,3,15,632
b-109,2019,8,6,3,15,229
c-68,2019,8,6,3,15,54
b-26,2019,8,6,3,16,2491
c-95,2019,8,6,3,16,395
b-109,2019,8,6,3,16,165
c-68,2019,8,6,3,16,100
b-26,2019,8,6,3,17,2101
c-95,2019,8,6,3,17,777
b-109,2019,8,6,3,17,173
c-68,2019,8,6,3,17,62
b-26,2019,8,6,3,18,2244
c-95,2019,8,6,3,18,875
b-109,2019,8,6,3,18,243
c-68,2019,8,6,3,18,21
b-26,2019,8,6,3,19,2942
c-95,2019,8,6,3,19,537
b-109,2019,8,6,3,19,262
c-68,2019,8,6,3,19,77
b-26,2019,8,6,3,20,1466
c-95,2019,8,6,3,20,345
b-109,2019,8,6,3,20,175
c-68,2019,8,6,3,20,50
b-26,2019,8,6,3,21,1093
c-95,2019,8,6,3,21,446
b-109,2019,8,6,3,21,151
c-68,2019,8,6,3,21,37
b-26,2019,8,6,3,22,1039
c-95,2019,8,6,3,22,494
b-109,2019,8,6,3,22,164
c-68,2019,8,6,3,22,22
b-26,2019,8,6,3,23,289
c-95,2019,8,6,3,23,351
b-109,2019,8,6,3,23,24
c-68,2019,8,6,3,23,35
b-26,2019,8,7,4,0,286
c-95,2019,8,7,4,0,166
b-109,2019,8,7,4,0,34
c-68,2019,8,7,4,0,31
b-26,2019,8,7,4,1,303
c-95,2019,8,7,4,1,102
b-109,2019,8,7,4,1,20
c-68,2019,8,7,4,1,16
b-26,2019,8,7,4,2,121
c-95,2019,8,7,4,2,108
b-109,2019,8,7,4,2,19
c-68,2019,8,7,4,2,22
b-26,2019,8,7,4,3,80
c-95,2019,8,7,4,3,54
b-109,2019,8,7,4,3,20
c-68,2019,8,7,4,3,15
b-26,2019,8,7,4,4,117
c-95,2019,8,7,4,4,52
b-109,2019,8,7,4,4,17
c-68,2019,8,7,4,4,19
b-26,2019,8,7,4,5,65
c-95,2019,8,7,4,5,78
b-109,2019,8,7,4,5,23
c-68,2019,8,7,4,5,20
b-26,2019,8,7,4,6,244
c-95,2019,8,7,4,6,93
b-109,2019,8,7,4,6,34
c-68,2019,8,7,4,6,20
b-26,2019,8,7,4,7,480
c-95,2019,8,7,4,7,282
b-109,2019,8,7,4,7,25
c-68,2019,8,7,4,7,23
b-26,2019,8,7,4,8,831
c-95,2019,8,7,4,8,375
b-109,2019,8,7,4,8,64
c-68,2019,8,7,4,8,47
b-26,2019,8,7,4,9,1400
c-95,2019,8,7,4,9,238
b-109,2019,8,7,4,9,179
c-68,2019,8,7,4,9,46
b-26,2019,8,7,4,10,1556
c-95,2019,8,7,4,10,555
b-109,2019,8,7,4,10,172
c-68,2019,8,7,4,10,122
b-26,2019,8,7,4,11,3619
c-95,2019,8,7,4,11,828
b-109,2019,8,7,4,11,230
c-68,2019,8,7,4,11,60
b-26,2019,8,7,4,12,2869
c-95,2019,8,7,4,12,824
b-109,2019,8,7,4,12,264
c-68,2019,8,7,4,12,41
b-26,2019,8,7,4,13,1334
c-95,2019,8,7,4,13,297
b-109,2019,8,7,4,13,198
c-68,2019,8,7,4,13,75
b-26,2019,8,7,4,14,1272
c-95,2019,8,7,4,14,582
b-109,2019,8,7,4,14,71
c-68,2019,8,7,4,14,88
b-26,2019,8,7,4,15,1871
c-95,2019,8,7,4,15,463
b-109,2019,8,7,4,15,127
c-68,2019,8,7,4,15,62
b-26,2019,8,7,4,16,1812
c-95,2019,8,7,4,16,597
b-109,2019,8,7,4,16,239
c-68,2019,8,7,4,16,94
b-26,2019,8,7,4,17,2765
c-95,2019,8,7,4,17,1056
b-109,2019,8,7,4,17,265
c-68,2019,8,7,4,17,40
b-26,2019,8,7,4,18,1583
c-95,2019,8,7,4,18,635
b-109,2019,8,7,4,18,251
c-68,2019,8,7,4,18,20
b-26,2019,8,7,4,19,1722
c-95,2019,8,7,4,19,603
b-109,2019,8,7,4,19,109
c-68,2019,8,7,4,19,107
b-26,2019,8,7,4,20,1379
c-95,2019,8,7,4,20,243
b-109,2019,8,7,4,20,153
c-68,2019,8,7,4,20,37
b-26,2019,8,7,4,21,2156
c-95,2019,8,7,4,21,519
b-109,2019,8,7,4,21,148
c-68,2019,8,7,4,21,50
b-26,2019,8,7,4,22,1052
c-95,2019,8,7,4,22,354
b-109,2019,8,7,4,22,80
c-68,2019,8,7,4,22,39
b-26,2019,8,7,4,23,559
c-95,2019,8,7,4,23,188
b-109,2019,8,7,4,23,76
c-68,2019,8,7,4,23,23
b-26,2019,8,8,5,0,270
c-95,2019,8,8,5,0,183
b-109,2019,8,8,5,0,62
c-68,2019,8,8,5,0,47
b-26,2019,8,8,5,1,134
c-95,2019,8,8,5,1,89
b-109,2019,8,8,5,1,24
c-68,2019,8,8,5,1,30
b-26,2019,8,8,5,2,81
c-95,2019,8,8,5,2,116
b-109,2019,8,8,5,2,25
c-68,2019,8,8,5,2,35
b-26,2019,8,8,5,3,61
c-95,2019,8,8,5,3,85
b-109,2019,8,8,5,3,34
c-68,2019,8,8,5,3,23
b-26,2019,8,8,5,4,74
c-95,2019,8,8,5,4,47
b-109,2019,8,8,5,4,36
c-68,2019,8,8,5,4,26
b-26,2019,8,8,5,5,99
c-95,2019,8,8,5,5,62
b-109,2019,8,8,5,5,20
c-68,2019,8,8,5,5,23
b-26,2019,8,8,5,6,352
c-95,2019,8,8,5,6,146
b-109,2019,8,8,5,6,31
c-68,2019,8,8,5,6,42
b-26,2019,8,8,5,7,852
c-95,2019,8,8,5,7,233
b-109,2019,8,8,5,7,46
c-68,2019,8,8,5,7,61
b-26,2019,8,8,5,8,490
c-95,2019,8,8,5,8,643
b-109,2019,8,8,5,8,67
c-68,2019,8,8,5,8,56
b-26,2019,8,8,5,9,2594
c-95,2019,8,8,5,9,578
b-109,2019,8,8,5,9,177
c-68,2019,8,8,5,9,38
b-26,2019,8,8,5,10,4278
c-95,2019,8,8,5,10,633
b-109,2019,8,8,5,10,215
c-68,2019,8,8,5,10,198
b-26,2019,8,8,5,11,2849
c-95,2019,8,8,5,11,750
b-109,2019,8,8,5,11,145
c-68,2019,8,8,5,11,105
b-26,2019,8,8,5,12,4413
c-95,2019,8,8,5,12,758
b-109,2019,8,8,5,12,309
c-68,2019,8,8,5,12,80
b-26,2019,8,8,5,13,3320
c-95,2019,8,8,5,13,450
b-109,2019,8,8,5,13,391
c-68,2019,8,8,5,13,105
b-26,2019,8,8,5,14,1905
c-95,2019,8,8,5,14,652
b-109,2019,8,8,5,14,46
c-68,2019,8,8,5,14,102
b-26,2019,8,8,5,15,3154
c-95,2019,8,8,5,15,660
b-109,2019,8,8,5,15,258
c-68,2019,8,8,5,15,109
b-26,2019,8,8,5,16,2959
c-95,2019,8,8,5,16,698
b-109,2019,8,8,5,16,157
c-68,2019,8,8,5,16,183
b-26,2019,8,8,5,17,3290
c-95,2019,8,8,5,17,855
b-109,2019,8,8,5,17,265
c-68,2019,8,8,5,17,104
b-26,2019,8,8,5,18,3574
c-95,2019,8,8,5,18,1112
b-109,2019,8,8,5,18,345
c-68,2019,8,8,5,18,38
b-26,2019,8,8,5,19,1346
c-95,2019,8,8,5,19,882
b-109,2019,8,8,5,19,414
c-68,2019,8,8,5,19,81
b-26,2019,8,8,5,20,1965
c-95,2019,8,8,5,20,250
b-109,2019,8,8,5,20,283
c-68,2019,8,8,5,20,87
b-26,2019,8,8,5,21,1246
c-95,2019,8,8,5,21,317
b-109,2019,8,8,5,21,183
c-68,2019,8,8,5,21,52
b-26,2019,8,8,5,22,1133
c-95,2019,8,8,5,22,448
b-109,2019,8,8,5,22,137
c-68,2019,8,8,5,22,42
b-26,2019,8,8,5,23,541
c-95,2019,8,8,5,23,190
b-109,2019,8,8,5,23,96
c-68,2019,8,8,5,23,44
b-26,2019,8,9,6,0,88
c-95,2019,8,9,6,0,50
b-109,2019,8,9,6,0,13
c-68,2019,8,9,6,0,12
b-26,2019,8,9,6,1,102
c-95,2019,8,9,6,1,27
b-109,2019,8,9,6,1,10
c-68,2019,8,9,6,1,11
b-26,2019,8,9,6,2,17
c-95,2019,8,9,6,2,33
b-109,2019,8,9,6,2,6
c-68,2019,8,9,6,2,8
b-26,2019,8,9,6,3,49
c-95,2019,8,9,6,3,29
b-109,2019,8,9,6,3,9
c-68,2019,8,9,6,3,7
b-26,2019,8,9,6,4,45
c-95,2019,8,9,6,4,22
b-109,2019,8,9,6,4,10
c-68,2019,8,9,6,4,12
b-26,2019,8,9,6,5,23
c-95,2019,8,9,6,5,22
b-109,2019,8,9,6,5,9
c-68,2019,8,9,6,5,7
b-26,2019,8,9,6,6,126
c-95,2019,8,9,6,6,50
b-109,2019,8,9,6,6,17
c-68,2019,8,9,6,6,12
b-26,2019,8,9,6,7,251
c-95,2019,8,9,6,7,69
b-109,2019,8,9,6,7,16
c-68,2019,8,9,6,7,16
b-26,2019,8,9,6,8,265
c-95,2019,8,9,6,8,196
b-109,2019,8,9,6,8,36
c-68,2019,8,9,6,8,15
b-26,2019,8,9,6,9,758
c-95,2019,8,9,6,9,156
b-109,2019,8,9,6,9,65
c-68,2019,8,9,6,9,21
b-26,2019,8,9,6,10,973
c-95,2019,8,9,6,10,332
b-109,2019,8,9,6,10,97
c-68,2019,8,9,6,10,28
b-26,2019,8,9,6,11,1133
c-95,2019,8,9,6,11,279
b-109,2019,8,9,6,11,134
c-68,2019,8,9,6,11,32
b-26,2019,8,9,6,12,995
c-95,2019,8,9,6,12,457
b-109,2019,8,9,6,12,62
c-68,2019,8,9,6,12,34
b-26,2019,8,9,6,13,1099
c-95,2019,8,9,6,13,103
b-109,2019,8,9,6,13,140
c-68,2019,8,9,6,13,36
b-26,2019,8,9,6,14,684
c-95,2019,8,9,6,14,251
b-109,2019,8,9,6,14,32
c-68,2019,8,9,6,14,26
b-26,2019,8,9,6,15,731
c-95,2019,8,9,6,15,224
b-109,2019,8,9,6,15,50
c-68,2019,8,9,6,15,33
b-26,2019,8,9,6,16,774
c-95,2019,8,9,6,16,57
b-109,2019,8,9,6,16,107
c-68,2019,8,9,6,16,47
b-26,2019,8,9,6,17,1182
c-95,2019,8,9,6,17,231
b-109,2019,8,9,6,17,50
c-68,2019,8,9,6,17,33
b-26,2019,8,9,6,18,874
c-95,2019,8,9,6,18,271
b-109,2019,8,9,6,18,88
c-68,2019,8,9,6,18,11
b-26,2019,8,9,6,19,984
c-95,2019,8,9,6,19,315
b-109,2019,8,9,6,19,89
c-68,2019,8,9,6,19,39
b-26,2019,8,9,6,20,624
c-95,2019,8,9,6,20,134
b-109,2019,8,9,6,20,72
c-68,2019,8,9,6,20,11
b-26,2019,8,9,6,21,536
c-95,2019,8,9,6,21,188
b-109,2019,8,9,6,21,52
c-68,2019,8,9,6,21,27
b-26,2019,8,9,6,22,626
c-95,2019,8,9,6,22,183
b-109,2019,8,9,6,22,49
c-68,2019,8,9,6,22,24
b-26,2019,8,9,6,23,135
c-95,2019,8,9,6,23,85
b-109,2019,8,9,6,23,18
c-68,2019,8,9,6,23,15
b-26,2019,8,10,7,0,74
c-95,2019,8,10,7,0,34
b-109,2019,8,10,7,0,15
c-68,2019,8,10,7,0,8
b-26,2019,8,10,7,1,42
c-95,2019,8,10,7,1,19
b-109,2019,8,10,7,1,7
c-68,2019,8,10,7,1,5
b-26,2019,8,10,7,2,12
c-95,2019,8,10,7,2,9
b-109,2019,8,10,7,2,6
c-68,2019,8,10,7,2,8
b-26,2019,8,10,7,3,22
c-95,2019,8,10,7,3,10
b-109,2019,8,10,7,3,6
c-68,2019,8,10,7,3,3
b-26,2019,8,10,7,4,16
c-95,2019,8,10,7,4,15
b-109,2019,8,10,7,4,6
c-68,2019,8,10,7,4,4
b-26,2019,8,10,7,5,15
c-95,2019,8,10,7,5,9
b-109,2019,8,10,7,5,2
c-68,2019,8,10,7,5,7
b-26,2019,8,10,7,6,52
c-95,2019,8,10,7,6,27
b-109,2019,8,10,7,6,6
c-68,2019,8,10,7,6,6
b-26,2019,8,10,7,7,94
c-95,2019,8,10,7,7,29
b-109,2019,8,10,7,7,7
c-68,2019,8,10,7,7,8
b-26,2019,8,10,7,8,143
c-95,2019,8,10,7,8,92
b-109,2019,8,10,7,8,17
c-68,2019,8,10,7,8,10
b-26,2019,8,10,7,9,355
c-95,2019,8,10,7,9,92
b-109,2019,8,10,7,9,28
c-68,2019,8,10,7,9,8
b-26,2019,8,10,7,10,669
c-95,2019,8,10,7,10,132
b-109,2019,8,10,7,10,30
c-68,2019,8,10,7,10,27
b-26,2019,8,10,7,11,616
c-95,2019,8,10,7,11,107
b-109,2019,8,10,7,11,48
c-68,2019,8,10,7,11,19
b-26,2019,8,10,7,12,726
c-95,2019,8,10,7,12,168
b-109,2019,8,10,7,12,48
c-68,2019,8,10,7,12,22
b-26,2019,8,10,7,13,259
c-95,2019,8,10,7,13,109
b-109,2019,8,10,7,13,71
c-68,2019,8,10,7,13,18
b-26,2019,8,10,7,14,377
c-95,2019,8,10,7,14,134
b-109,2019,8,10,7,14,17
c-68,2019,8,10,7,14,17
b-26,2019,8,10,7,15,299
c-95,2019,8,10,7,15,105
b-109,2019,8,10,7,15,33
c-68,2019,8,10,7,15,26
b-26,2019,8,10,7,16,439
c-95,2019,8,10,7,16,105
b-109,2019,8,10,7,16,29
c-68,2019,8,10,7,16,21
b-26,2019,8,10,7,17,484
c-95,2019,8,10,7,17,108
b-109,2019,8,10,7,17,46
c-68,2019,8,10,7,17,8
b-26,2019,8,10,7,18,605
c-95,2019,8,10,7,18,127
b-109,2019,8,10,7,18,67
c-68,2019,8,10,7,18,6
b-26,2019,8,10,7,19,272
c-95,2019,8,10,7,19,100
b-109,2019,8,10,7,19,70
c-68,2019,8,10,7,19,21
b-26,2019,8,10,7,20,187
c-95,2019,8,10,7,20,63
b-109,2019,8,10,7,20,52
c-68,2019,8,10,7,20,15
b-26,2019,8,10,7,21,381
c-95,2019,8,10,7,21,77
b-109,2019,8,10,7,21,46
c-68,2019,8,10,7,21,10
b-26,2019,8,10,7,22,259
c-95,2019,8,10,7,22,85
b-109,2019,8,10,7,22,30
c-68,2019,8,10,7,22,7
b-26,2019,8,10,7,23,99
c-95,2019,8,10,7,23,58
b-109,2019,8,10,7,23,20
c-68,2019,8,10,7,23,6
b-26,2019,8,11,1,0,199
c-95,2019,8,11,1,0,72
b-109,2019,8,11,1,0,31
c-68,2019,8,11,1,0,11
b-26,2019,8,11,1,1,120
c-95,2019,8,11,1,1,53
b-109,2019,8,11,1,1,21
c-68,2019,8,11,1,1,10
b-26,2019,8,11,1,2,83
c-95,2019,8,11,1,2,42
b-109,2019,8,11,1,2,18
c-68,2019,8,11,1,2,20
b-26,2019,8,11,1,3,74
c-95,2019,8,11,1,3,49
b-109,2019,8,11,1,3,22
c-68,2019,8,11,1,3,14
b-26,2019,8,11,1,4,62
c-95,2019,8,11,1,4,27
b-109,2019,8,11,1,4,18
c-68,2019,8,11,1,4,15
b-26,2019,8,11,1,5,14
c-95,2019,8,11,1,5,48
b-109,2019,8,11,1,5,21
c-68,2019,8,11,1,5,11
b-26,2019,8,11,1,6,61
c-95,2019,8,11,1,6,73
b-109,2019,8,11,1,6,31
c-68,2019,8,11,1,6,26
b-26,2019,8,11,1,7,319
c-95,2019,8,11,1,7,124
b-109,2019,8,11,1,7,32
c-68,2019,8,11,1,7,24
b-26,2019,8,11,1,8,483
c-95,2019,8,11,1,8,122
b-109,2019,8,11,1,8,34
c-68,2019,8,11,1,8,42
b-26,2019,8,11,1,9,579
c-95,2019,8,11,1,9,336
b-109,2019,8,11,1,9,77
c-68,2019,8,11,1,9,44
b-26,2019,8,11,1,10,1256
c-95,2019,8,11,1,10,409
b-109,2019,8,11,1,10,95
c-68,2019,8,11,1,10,76
b-26,2019,8,11,1,11,2703
c-95,2019,8,11,1,11,245
b-109,2019,8,11,1,11,67
c-68,2019,8,11,1,11,53
b-26,2019,8,11,1,12,1403
c-95,2019,8,11,1,12,577
b-109,2019,8,11,1,12,135
c-68,2019,8,11,1,12,46
b-26,2019,8,11,1,13,846
c-95,2019,8,11,1,13,336
b-109,2019,8,11,1,13,142
c-68,2019,8,11,1,13,70
b-26,2019,8,11,1,14,1514
c-95,2019,8,11,1,14,344
b-109,2019,8,11,1,14,68
c-68,2019,8,11,1,14,60
b-26,2019,8,11,1,15,1365
c-95,2019,8,11,1,15,324
b-109,2019,8,11,1,15,92
c-68,2019,8,11,1,15,33
b-26,2019,8,11,1,16,816
c-95,2019,8,11,1,16,435
b-109,2019,8,11,1,16,49
c-68,2019,8,11,1,16,52
b-26,2019,8,11,1,17,1343
c-95,2019,8,11,1,17,321
b-109,2019,8,11,1,17,133
c-68,2019,8,11,1,17,56
b-26,2019,8,11,1,18,1506
c-95,2019,8,11,1,18,378
b-109,2019,8,11,1,18,153
c-68,2019,8,11,1,18,18
b-26,2019,8,11,1,19,1956
c-95,2019,8,11,1,19,422
b-109,2019,8,11,1,19,104
c-68,2019,8,11,1,19,67
b-26,2019,8,11,1,20,967
c-95,2019,8,11,1,20,252
b-109,2019,8,11,1,20,65
c-68,2019,8,11,1,20,26
b-26,2019,8,11,1,21,675
c-95,2019,8,11,1,21,292
b-109,2019,8,11,1,21,111
c-68,2019,8,11,1,21,29
b-26,2019,8,11,1,22,750
c-95,2019,8,11,1,22,306
b-109,2019,8,11,1,22,91
c-68,2019,8,11,1,22,26
b-26,2019,8,11,1,23,281
c-95,2019,8,11,1,23,126
b-109,2019,8,11,1,23,40
c-68,2019,8,11,1,23,33
b-26,2019,8,12,2,0,208
c-95,2019,8,12,2,0,149
b-109,2019,8,12,2,0,51
c-68,2019,8,12,2,0,34
b-26,2019,8,12,2,1,127
c-95,2019,8,12,2,1,85
b-109,2019,8,12,2,1,28
c-68,2019,8,12,2,1,21
b-26,2019,8,12,2,2,99
c-95,2019,8,12,2,2,75
b-109,2019,8,12,2,2,7
c-68,2019,8,12,2,2,33
b-26,2019,8,12,2,3,77
c-95,2019,8,12,2,3,43
b-109,2019,8,12,2,3,18
c-68,2019,8,12,2,3,27
b-26,2019,8,12,2,4,88
c-95,2019,8,12,2,4,73
b-109,2019,8,12,2,4,27
c-68,2019,8,12,2,4,33
b-26,2019,8,12,2,5,98
c-95,2019,8,12,2,5,82
b-109,2019,8,12,2,5,31
c-68,2019,8,12,2,5,24
b-26,2019,8,12,2,6,154
c-95,2019,8,12,2,6,89
b-109,2019,8,12,2,6,48
c-68,2019,8,12,2,6,25
b-26,2019,8,12,2,7,551
c-95,2019,8,12,2,7,229
b-109,2019,8,12,2,7,56
c-68,2019,8,12,2,7,27
b-26,2019,8,12,2,8,423
c-95,2019,8,12,2,8,368
b-109,2019,8,12,2,8,34
c-68,2019,8,12,2,8,59
b-26,2019,8,12,2,9,1198
c-95,2019,8,12,2,9,93
b-109,2019,8,12,2,9,85
c-68,2019,8,12,2,9,52
b-26,2019,8,12,2,10,1741
c-95,2019,8,12,2,10,727
b-109,2019,8,12,2,10,63
c-68,2019,8,12,2,10,84
b-26,2019,8,12,2,11,2792
c-95,2019,8,12,2,11,884
b-109,2019,8,12,2,11,232
c-68,2019,8,12,2,11,71
b-26,2019,8,12,2,12,2207
c-95,2019,8,12,2,12,912
b-109,2019,8,12,2,12,253
c-68,2019,8,12,2,12,50
b-26,2019,8,12,2,13,1627
c-95,2019,8,12,2,13,363
b-109,2019,8,12,2,13,253
c-68,2019,8,12,2,13,70
b-26,2019,8,12,2,14,941
c-95,2019,8,12,2,14,286
b-109,2019,8,12,2,14,73
c-68,2019,8,12,2,14,77
b-26,2019,8,12,2,15,2193
c-95,2019,8,12,2,15,454
b-109,2019,8,12,2,15,182
c-68,2019,8,12,2,15,53
b-26,2019,8,12,2,16,2304
c-95,2019,8,12,2,16,470
b-109,2019,8,12,2,16,207
c-68,2019,8,12,2,16,87
b-26,2019,8,12,2,17,2011
c-95,2019,8,12,2,17,410
b-109,2019,8,12,2,17,170
c-68,2019,8,12,2,17,65
b-26,2019,8,12,2,18,1759
c-95,2019,8,12,2,18,501
b-109,2019,8,12,2,18,154
c-68,2019,8,12,2,18,28
b-26,2019,8,12,2,19,1680
c-95,2019,8,12,2,19,440
b-109,2019,8,12,2,19,281
c-68,2019,8,12,2,19,92
b-26,2019,8,12,2,20,649
c-95,2019,8,12,2,20,304
b-109,2019,8,12,2,20,255
c-68,2019,8,12,2,20,51
b-26,2019,8,12,2,21,1755
c-95,2019,8,12,2,21,360
b-109,2019,8,12,2,21,176
c-68,2019,8,12,2,21,74
b-26,2019,8,12,2,22,1507
c-95,2019,8,12,2,22,366
b-109,2019,8,12,2,22,107
c-68,2019,8,12,2,22,42
b-26,2019,8,12,2,23,613
c-95,2019,8,12,2,23,282
b-109,2019,8,12,2,23,70
c-68,2019,8,12,2,23,32
b-26,2019,8,13,3,0,175
c-95,2019,8,13,3,0,118
b-109,2019,8,13,3,0,74
c-68,2019,8,13,3,0,71
b-26,2019,8,13,3,1,60
c-95,2019,8,13,3,1,75
b-109,2019,8,13,3,1,23
c-68,2019,8,13,3,1,29
b-26,2019,8,13,3,2,75
c-95,2019,8,13,3,2,92
b-109,2019,8,13,3,2,36
c-68,2019,8,13,3,2,22
b-26,2019,8,13,3,3,74
c-95,2019,8,13,3,3,95
b-109,2019,8,13,3,3,46
c-68,2019,8,13,3,3,29
b-26,2019,8,13,3,4,44
c-95,2019,8,13,3,4,79
b-109,2019,8,13,3,4,34
c-68,2019,8,13,3,4,23
b-26,2019,8,13,3,5,122
c-95,2019,8,13,3,5,45
b-109,2019,8,13,3,5,14
c-68,2019,8,13,3,5,18
b-26,2019,8,13,3,6,289
c-95,2019,8,13,3,6,100
b-109,2019,8,13,3,6,38
c-68,2019,8,13,3,6,39
b-26,2019,8,13,3,7,376
c-95,2019,8,13,3,7,294
b-109,2019,8,13,3,7,73
c-68,2019,8,13,3,7,48
b-26,2019,8,13,3,8,927
c-95,2019,8,13,3,8,377
b-109,2019,8,13,3,8,77
c-68,2019,8,13,3,8,78
b-26,2019,8,13,3,9,1743
c-95,2019,8,13,3,9,505
b-109,2019,8,13,3,9,124
c-68,2019,8,13,3,9,66
b-26,2019,8,13,3,10,2415
c-95,2019,8,13,3,10,536
b-109,2019,8,13,3,10,154
c-68,2019,8,13,3,10,102
b-26,2019,8,13,3,11,2395
c-95,2019,8,13,3,11,767
b-109,2019,8,13,3,11,242
c-68,2019,8,13,3,11,95
b-26,2019,8,13,3,12,3467
c-95,2019,8,13,3,12,1226
b-109,2019,8,13,3,12,207
c-68,2019,8,13,3,12,83
b-26,2019,8,13,3,13,1228
c-95,2019,8,13,3,13,305
b-109,2019,8,13,3,13,218
c-68,2019,8,13,3,13,101
b-26,2019,8,13,3,14,1382
c-95,2019,8,13,3,14,598
b-109,2019,8,13,3,14,95
c-68,2019,8,13,3,14,82
b-26,2019,8,13,3,15,2781
c-95,2019,8,13,3,15,694
b-109,2019,8,13,3,15,166
c-68,2019,8,13,3,15,74
b-26,2019,8,13,3,16,3016
c-95,2019,8,13,3,16,809
b-109,2019,8,13,3,16,239
c-68,2019,8,13,3,16,55
b-26,2019,8,13,3,17,3190
c-95,2019,8,13,3,17,575
b-109,2019,8,13,3,17,320
c-68,2019,8,13,3,17,128
b-26,2019,8,13,3,18,3116
c-95,2019,8,13,3,18,488
b-109,2019,8,13,3,18,361
c-68,2019,8,13,3,18,37
b-26,2019,8,13,3,19,2216
